package,version,imports,suggests,repository,description
gtools,3.9.3,,"car, gplots, knitr, rstudioapi, SGP, taxize",https://cran.rstudio.com/src/contrib,"Functions to assist in R programming, including:
  - assist in developing, updating, and maintaining R and R packages ('ask', 'checkRVersion',
    'getDependencies', 'keywords', 'scat'),
  - calculate the logit and inverse logit transformations ('logit', 'inv.logit'),
  - test if a value is missing, empty or contains only NA and NULL values ('invalid'),
  - manipulate R's .Last function ('addLast'),
  - define macros ('defmacro'),
  - detect odd and even integers ('odd', 'even'),
  - convert strings containing non-ASCII characters (like single quotes) to plain ASCII ('ASCIIfy'),
  - perform a binary search ('binsearch'),
  - sort strings containing both numeric and character components ('mixedsort'),
  - create a factor variable from the quantiles of a continuous variable ('quantcut'),
  - enumerate permutations and combinations ('combinations', 'permutation'),
  - calculate and convert between fold-change and log-ratio ('foldchange',
    'logratio2foldchange', 'foldchange2logratio'),
  - calculate probabilities and generate random numbers from Dirichlet distributions
    ('rdirichlet', 'ddirichlet'),
  - apply a function over adjacent subsets of a vector ('running'),
  - modify the TCP\_NODELAY ('de-Nagle') flag for socket objects,
  - efficient 'rbind' of data frames, even if the column names don't match ('smartbind'),
  - generate significance stars from p-values ('stars.pval'),
  - convert characters to/from ASCII codes ('asc', 'chr'),
  - convert character vector to ASCII representation ('ASCIIfy'),
  - apply title capitalization rules to a character vector ('capwords')."
gtsummary,1.5.1,"broom (>= 0.7.11), broom.helpers (>= 1.6.0), cli (>= 2.3.0),
dplyr (>= 1.0.3), forcats (>= 0.5.0), glue (>= 1.4.1), gt (>=
0.3.1), knitr (>= 1.29), lifecycle (>= 0.2.0), purrr (>=
0.3.4), rlang (>= 0.4.10), stringr (>= 1.4.0), tibble (>=
3.0.3), tidyr (>= 1.1.1)","broom.mixed (>= 0.2.7), car (>= 3.0-11), covr, effectsize (>=
0.4.0), emmeans (>= 1.7.2), flextable (>= 0.5.10), geepack,
GGally (>= 2.1.0), Hmisc, huxtable (>= 5.0.0), insight (>=
0.14.4), kableExtra (>= 1.3.4), lme4, mgcv, mice (>= 3.10.0),
nnet, officer, parameters (>= 0.6.0), parsnip (>= 0.1.7),
rmarkdown, sandwich (>= 3.0.1), scales, smd (>= 0.6.6),
spelling (>= 2.2), survey, survival (>= 3.2-11), testthat (>=
3.0.4), workflows (>= 0.2.3)",https://cran.rstudio.com/src/contrib,"Creates presentation-ready tables summarizing data
    sets, regression models, and more. The code to create the tables is
    concise and highly customizable. Data frames can be summarized with
    any function, e.g. mean(), median(), even user-written functions.
    Regression models are summarized and include the reference rows for
    categorical variables. Common regression models, such as logistic
    regression and Cox proportional hazards regression, are automatically
    identified and the tables are pre-filled with appropriate column
    headers."
haven,2.5.0,"cli (>= 3.0.0), forcats (>= 0.2.0), hms, lifecycle, methods,
readr (>= 0.1.0), rlang (>= 0.4.0), tibble, tidyselect, vctrs
(>= 0.3.0)","covr, crayon, fs, knitr, pillar (>= 1.4.0), rmarkdown,
testthat (>= 3.0.0)",https://cran.rstudio.com/src/contrib,"Import foreign statistical formats into R via the embedded
    'ReadStat' C library, <https://github.com/WizardMac/ReadStat>."
HDInterval,0.2.2,,coda,https://cran.rstudio.com/src/contrib,"A generic function and a set of methods to calculate highest density intervals for a variety of classes of objects which can specify a probability density distribution, including MCMC output, fitted density objects, and functions."
here,1.0.1,rprojroot (>= 2.0.2),"conflicted, covr, fs, knitr, palmerpenguins, plyr, readr,
rlang, rmarkdown, testthat, uuid, withr",https://cran.rstudio.com/src/contrib,"Constructs paths to your project's files.
    Declare the relative path of a file within your project with 'i_am()'.
    Use the 'here()' function as a drop-in replacement for 'file.path()',
    it will always locate the files relative to your project root."
highr,0.9,xfun (>= 0.18),"knitr, markdown, testit",https://cran.rstudio.com/src/contrib,"Provides syntax highlighting for R source code. Currently it
    supports LaTeX and HTML output. Source code of other languages is supported
    via Andre Simon's highlight package (<http://www.andre-simon.de>)."
hms,1.1.1,"ellipsis (>= 0.3.2), lifecycle, methods, pkgconfig, rlang,
vctrs (>= 0.3.8)","crayon, lubridate, pillar (>= 1.1.0), testthat (>= 3.0.0)",https://cran.rstudio.com/src/contrib,"Implements an S3 class for storing and formatting time-of-day
    values, based on the 'difftime' class."
htmltools,0.5.3,"utils, digest, grDevices, base64enc, rlang (>= 0.4.10),
fastmap (>= 1.1.0)","markdown, testthat, withr, Cairo, ragg, shiny",https://cran.rstudio.com/src/contrib,Tools for HTML generation and output.
htmlwidgets,1.5.4,"grDevices, htmltools (>= 0.3), jsonlite (>= 0.9.16), yaml","knitr (>= 1.8), rmarkdown, testthat",https://cran.rstudio.com/src/contrib,"A framework for creating HTML widgets that render in various
    contexts including the R console, 'R Markdown' documents, and 'Shiny'
    web applications."
httpcode,0.3.0,,testthat,https://cran.rstudio.com/src/contrib,"Find and explain the meaning of 'HTTP' status codes.
    Functions included for searching for codes by full or partial number,
    by message, and get appropriate dog and cat images for many
    status codes."
httpgd,1.3.0,"later (>= 1.1.0), systemfonts (>= 1.0.0)","testthat, xml2 (>= 1.0.0), fontquiver (>= 0.2.0), knitr,
rmarkdown",https://cran.rstudio.com/src/contrib,"A graphics device for R that is accessible via network protocols.
    This package was created to make it easier to embed live R graphics in 
    integrated development environments and other applications.
    The included 'HTML/JavaScript' client (plot viewer) aims to provide a better overall user experience when dealing with R graphics.
    The device asynchronously serves graphics via 'HTTP' and 'WebSockets'."
httpuv,1.6.5,"Rcpp (>= 1.0.7), utils, R6, promises, later (>= 0.8.0)","testthat, callr, curl, websocket",https://cran.rstudio.com/src/contrib,"Provides low-level socket and protocol support for handling
    HTTP and WebSocket requests directly from within R. It is primarily
    intended as a building block for other packages, rather than making it
    particularly easy to create complete web applications using httpuv alone.
    httpuv is built on top of the libuv and http-parser C libraries, both of
    which were developed by Joyent, Inc. (See LICENSE file for libuv and
    http-parser license information.)"
httr,1.4.3,"curl (>= 3.0.0), jsonlite, mime, openssl (>= 0.8), R6","covr, httpuv, jpeg, knitr, png, readr, rmarkdown, testthat
(>= 0.8.0), xml2",https://cran.rstudio.com/src/contrib,"Useful tools for working with HTTP organised by
    HTTP verbs (GET(), POST(), etc). Configuration functions make it easy
    to control additional request components (authenticate(),
    add_headers() and so on)."
hunspell,3.0.1,"Rcpp, digest","spelling, testthat, pdftools, janeaustenr, wordcloud2, knitr,
stopwords, rmarkdown",https://cran.rstudio.com/src/contrib,"Low level spell checker and morphological analyzer based on the 
    famous 'hunspell' library <https://hunspell.github.io>. The package can analyze
    or check individual words as well as parse text, latex, html or xml documents.
    For a more user-friendly interface use the 'spelling' package which builds on
    this package to automate checking of files, documentation and vignettes in all
    common formats."
ids,1.0.1,"openssl, uuid","knitr, rcorpora, rmarkdown, testthat",https://cran.rstudio.com/src/contrib,Generate random or human readable and pronounceable identifiers.
igraph,1.3.4,"graphics, grDevices, magrittr, Matrix, pkgconfig (>= 2.0.0),
rlang, stats, utils","ape, graph, igraphdata, rgl, scales, stats4, tcltk, testthat,
withr, digest",https://cran.rstudio.com/src/contrib,"Routines for simple graphs and network analysis. It can
  handle large graphs very well and provides functions for generating random
  and regular graphs, graph visualization, centrality methods and much more."
ini,0.3.1,,testthat,https://cran.rstudio.com/src/contrib,"Parse simple '.ini' configuration files to an structured list. Users
  can manipulate this resulting list with lapply() functions. This same
  structured list can be used to write back to file after modifications."
ipred,0.9-12,"rpart (>= 3.1-8), MASS, survival, nnet, class, prodlim","mvtnorm, mlbench, TH.data, randomForest, party",https://cran.rstudio.com/src/contrib,"Improved predictive models by indirect classification and
  bagging for classification, regression and survival problems 
  as well as resampling based estimators of prediction error."
iptools,0.7.2,"Rcpp (>= 0.11.2), utils, stats, AsioHeaders, stringi,
triebeard","testthat, knitr, rmarkdown",https://cran.rstudio.com/src/contrib,"A toolkit for manipulating, validating and testing 'IP' addresses and
    ranges, along with datasets relating to 'IP' addresses. Tools are also provided
    to map 'IPv4' blocks to country codes. While it primarily has support for the 'IPv4'
    address space, more extensive 'IPv6' support is intended."
isoband,0.2.5,"grid, utils","covr, ggplot2, knitr, magick, microbenchmark, rmarkdown, sf,
testthat, xml2",https://cran.rstudio.com/src/contrib,"A fast C++ implementation to generate contour lines (isolines) and
  contour polygons (isobands) from regularly spaced grids containing elevation data."
ISOcodes,2022.01.10,,,https://cran.rstudio.com/src/contrib,"ISO language, territory, currency, script and character codes.
  Provides ISO 639 language codes, ISO 3166 territory codes, ISO 4217
  currency codes, ISO 15924 script codes, and the ISO 8859 character codes
  as well as the UN M.49 area codes."
ISOweek,0.6-2,stringr,testthat,https://cran.rstudio.com/src/contrib,"This is an substitute for the %V and %u formats which are
        not implemented on Windows. In addition, the package offers
        functions to convert from standard calender format yyyy-mm-dd
        to and from ISO 8601 week format yyyy-Www-d."
iterators,1.0.13,,"RUnit, foreach",https://cran.rstudio.com/src/contrib,"Support for iterators, which allow a programmer to traverse
    through all the elements of a vector, list, or other collection of data."
janeaustenr,0.1.5,,"dplyr, testthat",https://cran.rstudio.com/src/contrib,"Full texts for Jane Austen's 6 completed novels, ready for text
    analysis. These novels are ""Sense and Sensibility"", ""Pride and Prejudice"",
    ""Mansfield Park"", ""Emma"", ""Northanger Abbey"", and ""Persuasion""."
janitor,2.1.0,"dplyr (>= 1.0.0), lifecycle, lubridate, magrittr, purrr,
rlang, stringi, stringr, snakecase (>= 0.9.2), tidyselect (>=
1.0.0), tidyr (>= 0.7.0)","knitr, rmarkdown, sf, testthat, tibble, tidygraph",https://cran.rstudio.com/src/contrib,"The main janitor functions can: perfectly format data.frame column
    names; provide quick counts of variable combinations (i.e., frequency
    tables and crosstabs); and isolate duplicate records. Other janitor functions
    nicely format the tabulation results. These tabulate-and-report functions
    approximate popular features of SPSS and Microsoft Excel. This package
    follows the principles of the ""tidyverse"" and works well with the pipe function
    %>%. janitor was built with beginning-to-intermediate R users in mind and is
    optimized for user-friendliness. Advanced R users can already do everything
    covered here, but with janitor they can do it faster and save their thinking for
    the fun stuff."
jose,1.2.0,jsonlite,"spelling, testthat, knitr, rmarkdown",https://cran.rstudio.com/src/contrib,"Read and write JSON Web Keys (JWK, rfc7517), generate and verify JSON
    Web Signatures (JWS, rfc7515) and encode/decode JSON Web Tokens (JWT, rfc7519).
    These standards provide modern signing and encryption formats that are natively
    supported by browsers via the JavaScript WebCryptoAPI, and used by services 
    like OAuth 2.0, LetsEncrypt, and Github Apps."
jpeg,0.1-9,,,https://cran.rstudio.com/src/contrib,"This package provides an easy and simple way to read, write and display bitmap images stored in the JPEG format. It can read and write both files and in-memory raw vectors."
jqr,1.2.2,"magrittr, lazyeval","jsonlite, testthat",https://cran.rstudio.com/src/contrib,"Client for 'jq', a 'JSON' processor (<https://stedolan.github.io/jq/>), 
    written in C. 'jq' allows the following with 'JSON' data: index into, parse, 
    do calculations, cut up and filter, change key names and values, perform 
    conditionals and comparisons, and more."
jquerylib,0.1.4,htmltools,testthat,https://cran.rstudio.com/src/contrib,"Obtain any major version of 'jQuery' (<https://code.jquery.com/>) and use it in any webpage generated by 'htmltools' (e.g. 'shiny', 'htmlwidgets', and 'rmarkdown').
    Most R users don't need to use this package directly, but other R packages (e.g. 'shiny', 'rmarkdown', etc.) depend on this package to avoid bundling redundant copies of 'jQuery'."
jsonify,1.2.1,Rcpp (>= 0.12.18),"covr, testthat, knitr, rmarkdown",https://cran.rstudio.com/src/contrib,"Conversions between 'R' objects and Javascript Object Notation (JSON) using 
    the 'rapidjsonr' library <https://CRAN.R-project.org/package=rapidjsonr>."
jsonlite,1.8.0,,"httr, curl, vctrs, testthat, knitr, rmarkdown, R.rsp, sf",https://cran.rstudio.com/src/contrib,"A reasonably fast JSON parser and generator, optimized for statistical 
    data and the web. Offers simple, flexible tools for working with JSON in R, and
    is particularly powerful for building pipelines and interacting with a web API. 
    The implementation is based on the mapping described in the vignette (Ooms, 2014).
    In addition to converting JSON data from/to R objects, 'jsonlite' contains 
    functions to stream, validate, and prettify JSON data. The unit tests included 
    with the package verify that all edge cases are encoded and decoded consistently 
    for use with dynamic data in systems and applications."
